N,P,K,Temp,Hum,pH,Rain,Crop
1.6472640448266276,1.9654968470816239,1.1607462147766165,29.485352067167813,70.85597073775727,7.021403518831358,1548.1142625468733,Rice
1.1110535075276504,1.5431065168109563,1.3886558402196878,21.934861487121704,67.2643520201578,7.417088404793514,1916.989559817468,Rice
1.0097748843804708,1.4755588407475735,1.091894045123647,35.45610868947058,78.58119852216203,7.775420663192387,1845.8465508620202,Rice
1.4173278864185348,1.2807937639767637,1.7273227805438034,22.411664922480576,70.03139481306292,7.049277857472624,1768.4125247237503,Rice
1.9860467054002675,1.6299428062313013,1.529945010872119,25.849797269924633,75.93149400507762,7.160673600617136,1887.4978501915243,Rice
1.59931700409021,1.7808097237812124,1.8225087092913503,22.826820538267768,73.71087460668478,5.74180475739587,1907.3588071225113,Rice
1.1436357852966312,1.6202173832688396,1.178416257397665,33.566999717372596,78.89669053187576,6.707319925344095,1680.6549608160888,Rice
1.1097901433982937,1.546543528592047,1.787141788491607,21.230659110154743,79.0192651629235,7.096264848932164,1902.5932200230068,Rice
1.1615491770384172,1.285368124863124,1.8432681989009847,38.12830046109256,60.82092123245931,6.833756454544666,1707.9918576187456,Rice
1.6875544811378815,1.9708191119395129,1.019053147421741,23.747401575304828,60.53711374367616,6.999410444457693,1783.0570598183774,Rice
1.5421402424561608,1.1735981644177522,1.7271204842975971,26.122769017095237,72.80891546991074,5.83080775056138,1698.0412317354303,Rice
1.1038105090929917,1.3205106363959942,1.5913089742392055,34.10733481554198,63.699146822721595,7.007605856946529,1693.3578728765997,Rice
1.3843216295735838,1.8943821651841621,1.3544976409309406,23.938646666331486,63.26714827794497,6.339676055762061,1740.4121361579282,Rice
1.404410711077119,1.3662268919785556,1.4090016628296065,25.953640282454522,78.68544154791105,5.231413274565655,1548.4943054391128,Rice
1.4839717812647306,1.9869727284059424,1.6305859147343955,38.126788802232376,79.79248879898987,6.305212411281399,1845.0915430933,Rice
1.0275583121124958,1.4594476316825669,1.5671075711372424,35.53750758833492,60.11272906552645,7.417741767327396,1567.245235145417,Rice
1.670462393451018,1.4488801994241103,1.4681611221865767,33.21072323997834,64.71360534166325,6.189883891357854,1639.7084015557393,Rice
1.0237799945080694,1.4360824022319425,1.6379908228180786,21.604953301282958,79.12910592279619,6.66590722466662,1648.0813363045377,Rice
1.338386956729315,1.2360913793195354,1.1468552168001729,38.072377958855675,78.73475209037677,5.502299693409606,1516.1429807659931,Rice
1.042485241100404,1.2388824059520807,1.6575242348673065,35.830616419381286,73.08491068022946,7.542989810129254,1785.8396053626416,Rice
1.659325402312335,1.8894819722167275,1.9832599246313358,32.104846403728494,66.41594115036408,6.789143549918348,1807.1353788174706,Rice
1.9467521505851606,1.7555232153184983,1.6769573249100787,33.568799221623124,68.43790840518076,7.438723422280484,1698.7790527618477,Rice
1.6563372985418356,1.4459804785454202,1.01129675521829,29.33727925480074,67.63089591350769,7.199998350914982,1652.9449125471494,Rice
1.787312041642032,1.111806859626551,1.0456846904740584,37.945976136562436,69.57183362881777,6.0313618239009505,1828.8148708687684,Rice
1.655031325942065,1.4297550862359847,1.5464514315874878,23.048830859175098,69.74950182273702,7.328513154621072,1960.642473719146,Rice
1.803875377473077,1.0075140156189817,1.4099114937673805,25.66299734495856,63.86443446220264,6.8094353603850175,1837.4008718801738,Rice
1.1952465104284151,1.5387209590186486,1.4541885831928347,36.93057562123456,70.34361814043397,5.490421832174349,1922.9180072153558,Rice
1.589094237458337,1.4525881544527588,1.885504247235834,29.252260401209444,74.51059848255042,7.583373773289535,1631.6934367460779,Rice
1.4396432147435183,1.281770003748381,1.3797127796892596,25.183785166607862,75.71275972149971,5.815575005554514,1545.2553603366214,Rice
1.4266314923590313,1.1402280371583589,1.9980498969647429,34.48672515933527,64.73252155962848,6.965732864774538,1649.878004499308,Rice
1.0794287276681513,1.8166308988130973,1.60078489703971,26.318057816210384,77.69877218984053,7.417042786058609,1682.2986309597925,Rice
1.469300535236441,1.0561060457768305,1.4581249016491085,33.32740091801237,70.51409692228582,6.6474316053178555,1891.6474763066874,Rice
1.105941968102269,1.5062247413766532,1.4639512447778718,25.77883561375184,78.36188754071628,6.11662279194184,1809.2644293113683,Rice
1.3467278976161803,1.20483731794778,1.9090906303667676,28.570667191194236,78.86290363737703,6.693370513059493,1504.7943799115917,Rice
1.3792255955991792,1.43965169199169,1.7636484046937146,35.33358251429048,77.42525681997104,6.603679377635666,1661.3893618801253,Rice
1.5666842083423407,1.2238675721284946,1.3416127241784248,21.853206867041852,78.00106899984205,5.938598709786609,1771.541823910421,Rice
1.349502224338354,1.3536852047835142,1.1303264610581243,34.349117024352275,75.33106441857205,6.676083951870976,1834.3557450186845,Rice
1.4182703455807892,1.860752161502457,1.2643503744277322,29.538099318093458,61.607095522199,7.509988556015219,1719.682988679756,Rice
1.482082396510282,1.2323293037676,1.648375104725188,31.962039448666324,65.37854290966355,6.788073513865139,1694.7130311245842,Rice
1.0187597132863049,1.101449082021991,1.2735118690385567,34.504582010202334,62.489656214280004,6.165379538462676,1845.3241833860145,Rice
1.2942295549316007,1.42620297353956,1.464087861617735,31.087934559941715,72.94551589830442,6.9559857738845094,1822.146682158027,Rice
1.639513440831908,1.926066554221466,1.3092896404451606,24.0450725301302,77.54928536891289,6.90018184555745,1938.9328102176735,Rice
1.4344259138157291,1.3545033910115394,1.300395666833568,29.211791078438914,71.94200765833169,7.507746230914923,1693.3997747184446,Rice
1.0108520458841344,1.175652731648289,1.2395352226439136,29.100030854364178,72.57307683149246,6.148590890306167,1921.0177954533874,Rice
1.3613572417265534,1.3964388323744095,1.9170722336755248,36.15978074069576,67.0224443440546,6.961442242251292,1872.5985497699658,Rice
1.647527933186533,1.46176674175336,1.8688408968187065,23.295541383894808,73.21915425236676,5.842038289624816,1754.1762743433624,Rice
1.5856205934666683,1.9155333540872932,1.2663155516970068,34.6187378534885,75.77336961665179,6.879066851366516,1888.647439466159,Rice
1.0954955995582019,1.284873236811586,1.1026572596904791,32.99883785655392,67.0336517432173,5.784633257142635,1914.59938901436,Rice
1.568498876023315,1.5649867236298651,1.9371394830331088,29.29569350562281,75.50873451492366,5.8045588163509265,1790.9099789126826,Rice
1.4272603387187641,1.4736604992823976,1.6398182601529308,29.46417077703778,63.96673318807745,5.407050194213172,1795.1214707315853,Rice
1.55663656610811,1.3033452470198061,1.7332840549168207,34.652316199644616,69.54529195362389,6.12569078761687,1666.9879401729797,Rice
1.4124396233616863,1.98075216231936,1.6333469011335313,29.029865661395924,78.57580598303153,6.442057737758954,1886.003969519514,Rice
1.5411211203441777,1.6101478430330691,1.2373417759501781,33.85128839370337,68.28404816087541,7.217063458637809,1590.4966682856511,Rice
1.4282114378176773,1.034973777760689,1.1235751294168854,33.2223638247298,78.5226119393566,6.445805911963245,1943.8356406248254,Rice
1.9538743860346457,1.7186485846147739,1.9969629431100722,33.02593243683108,63.497250429836484,5.5089499132517705,1831.7284559019154,Rice
1.7275778519677811,1.4585255928765095,1.2066337800122704,33.61967014894344,70.6260730860825,6.866886225913179,1561.5979855385356,Rice
1.1627648923837368,1.8756698444608437,1.4987715965404673,34.349969737329275,75.37866177646873,7.624813977209835,1653.358333999012,Rice
1.6226351322796253,1.857975080477908,1.414716661267931,22.078245055554703,60.91288029233191,6.082211682591294,1714.9914446495227,Rice
1.6483192458984717,1.5082995091171014,1.811636296487389,27.00852978532548,73.77612464185792,7.58014328690807,1968.3761856502313,Rice
1.3231476597072946,1.9358108166530976,1.5494669040898963,36.37870033268895,60.9324233159262,5.5897135344257585,1894.2961536909036,Rice
1.458433114657137,1.8498238500870847,1.6314393030768812,34.432770964163524,63.568936178030896,5.97480094252751,1543.9441460250282,Rice
1.9665233065233751,1.1186704099794487,1.5533513372061214,35.77070930272673,61.088448688505565,7.08971741030026,1890.0879330225102,Rice
1.3314542021503606,1.6256985356636657,1.3879680314177718,35.893362623599955,63.36426284865159,6.16152891312741,1570.5604760492056,Rice
1.9706383536441792,1.8396396881054295,1.694810399248841,30.32877982191271,74.0186582055296,7.604060632285263,1984.3166930906045,Rice
1.7934158741221928,1.113326326594637,1.7050936754080137,27.188992643483978,67.95002897128522,6.663751015759596,1724.6365504437756,Rice
1.9103400113896973,1.4946776692305217,1.043762356372139,30.258888346442937,72.71857685140523,6.1692804215828385,1652.0685030877412,Rice
1.9553366769030383,1.7547341887454455,1.1722526425009332,28.350688519098764,73.43615079012959,6.917721641587763,1556.2929539782072,Rice
1.7891980420130997,1.0904374300347386,1.762181666549615,37.12145576293386,79.41218893196148,5.597345208951848,1835.057248481137,Rice
1.0977253078667408,1.6027768066623784,1.94566856279167,38.5547212952027,77.56067997563143,6.646627560048523,1573.2804788604583,Rice
1.2703974114197631,1.9119225656160206,1.544928947407092,37.86905850366166,64.55919774128586,6.236620401120345,1584.932069920043,Rice
1.1101790288236248,1.3141673018812214,1.3683487285080833,24.236725241701762,79.55773864287882,7.098270750426045,1595.1469112607201,Rice
1.501910172844451,1.7183629473414852,1.7750423091613614,23.332173950686784,64.5344496470621,5.418259790412002,1533.2361539603562,Rice
1.650196238641241,1.4686853194247464,1.628080067558873,25.912463596846578,62.52521639634767,7.455004059635367,1645.2943089328505,Rice
1.6752257129752266,1.0061129579380803,1.9032211779874952,35.99627644483185,62.88843366397938,6.877401538958608,1931.6459595976671,Rice
1.148093467826219,1.1168006296469186,1.5337911041032828,31.909440462174324,78.20860720191611,6.3720816084622145,1600.162166432077,Rice
1.4331639862908419,1.6540126712206111,1.7123612338019032,25.028598970770553,63.492648413545865,8.469127915690423,508.5606866085233,Maize
1.448869405773101,1.9829419840143792,1.307523072484271,22.70654921174141,55.5088493877264,6.929105339450239,676.0892937332998,Maize
1.7269331977427658,1.083539010895437,1.088226082366361,21.96161285139817,56.80436218535946,7.487372788471406,860.0579718150216,Maize
1.844781962927688,1.4391482039705803,1.398051030381899,22.781747015608797,64.58137670474471,6.937120695820733,898.9980779015596,Maize
1.629003073121714,1.9065438172444553,1.5527332233513433,24.041708837438165,56.058068222757356,6.3609079458463444,600.7029000739211,Maize
1.5389985417519207,1.037853686611891,1.7349861359655963,21.100430910217508,63.04345724993401,5.940098359075679,892.311134680668,Maize
1.4263700119775384,1.2978669157130327,1.1044622014218441,25.855528964327906,60.12113169546747,6.2828962025966275,963.4855827938854,Maize
1.663225671432859,1.0958964261268842,1.2212894764637738,22.909514119030565,57.07229215872885,7.626440173936675,617.9385652944571,Maize
1.593330918222049,1.170654803660946,1.6808700096024964,23.4640902172442,59.00132610697215,7.434573938562812,873.5601988301457,Maize
1.3196212997659758,1.5391002531912674,1.569333686255919,21.457666237929963,63.19806521811215,8.319957561516828,565.0296975375039,Maize
1.080720963073202,1.4841875367575361,1.357370547830373,21.79458531666788,62.2807216540816,5.96599068397623,594.5578486814583,Maize
1.0315342305277768,1.8619783196137172,1.0953718711609624,24.320329976533,58.77676193006813,8.474540460877762,920.4173778395902,Maize
1.2147205650525146,1.689677066950543,1.6641707980888496,22.281898457534982,64.58903020424282,7.933558171356706,632.9797585129097,Maize
1.498140178093831,1.7528643430887625,1.941611051547787,22.084337733450912,64.27555945134712,7.950220493936773,736.7230616264023,Maize
1.5295187095328062,1.1874990098144689,1.1977820577125646,22.529332497827188,61.47754043207818,7.729395170485686,969.5177932684132,Maize
1.2407229466238319,1.79839896826122,1.4470965120174273,22.897272824311525,63.062636453630866,6.683846217646229,731.3353435975433,Maize
1.4106951105118357,1.6724219208610644,1.4860763139154591,23.898106757927714,59.947939665132814,6.083027478747984,588.4035994795386,Maize
1.985835099441354,1.5426105719814749,1.0505887429637712,25.444756005213414,61.1043895312915,7.534452056206686,982.1082091795383,Maize
1.9109837239900376,1.5458426138306016,1.5150515738222319,25.24245078778531,58.56462967078384,6.866479696011707,578.4559513418944,Maize
1.2427455879940523,1.2425140623781266,1.478646765218044,23.561617790685673,57.782522502145866,6.075818475918257,936.576927841754,Maize
1.4032938181025987,1.3639682883890671,1.3740792568903748,26.909441842720582,61.83953831298155,8.359575495756328,728.8217513357242,Maize
1.0459813451925593,1.197889872719684,1.6613559433623277,23.173560730288177,61.31589231509437,7.084090690659506,971.862093495163,Maize
1.814411215745392,1.2678764537492484,1.8335761189494302,25.393709797092868,57.21767692286832,7.94389136936334,764.0529019428845,Maize
1.482574084712653,1.4882497309057927,1.5084835065285602,25.972278703548078,55.29768339817688,7.636270996572382,671.5180156852532,Maize
1.582080833836572,1.7938776345455898,1.6188679507014587,21.260887569441532,58.458629945262146,7.822546298638526,761.2007509665586,Maize
1.0593372784686133,1.5808574089138732,1.3535683022951468,22.160715855652064,60.86976576915615,7.18555078741803,939.5689113548394,Maize
1.1282172540076647,1.043312462078341,1.19589672758789,22.55871454754334,57.541772269252796,7.800871144710044,911.2245666013825,Maize
1.6990236373609298,1.7536775436813,1.1743384658400218,24.725683995487206,64.62386953529646,8.028376110020451,636.3665143578659,Maize
1.039722819156738,1.0356435003608362,1.9218706509314747,25.204797304445798,57.31602442480431,6.831188257255032,614.6126015042853,Maize
1.9956372569093674,1.7047739755575333,1.0044501318202963,24.85146648308842,60.032880451717766,7.282780098394469,946.5958685124999,Maize
1.5354469744051928,1.0954888279527635,1.171269731894347,23.13404881516867,63.22282765128281,5.929878990481856,859.5940578679338,Maize
1.997675073559145,1.2495562376953844,1.7046391518201691,22.742685454256964,57.67760781178817,8.025750209265144,591.842277863237,Maize
1.1703670917125402,1.9722648758916108,1.0174355715619057,25.777107623007687,58.22069326250033,6.644097904698043,995.3918087303837,Maize
1.9592762237347094,1.53759623915678,1.566196859141128,23.950004830405636,62.191567312575735,8.175863508685016,800.0287732171628,Maize
1.030473803882534,1.3779841495890213,1.5634872546535226,25.838556617277213,55.27986578283622,8.466809926618373,704.4468843726607,Maize
1.268899124504193,1.0784627406897984,1.4953366423151158,22.211231490228965,64.46764735924341,6.673080088206809,628.9399262341069,Maize
1.1493425943252913,1.3982061128793288,1.5282656158340453,21.069823533839656,61.28714996418818,8.420262575800724,958.1317782731121,Maize
1.1559712250302896,1.511923066922624,1.774026161176591,23.95103303234326,56.22728560358136,7.5544852027832,746.3892565108989,Maize
1.3159471205663582,1.0810997631261774,1.9039587182015318,25.653923803825194,58.22918434121136,7.233700541406685,958.9253654525277,Maize
1.7518299339460737,1.6913273473356685,1.507827799946033,24.961966349071893,61.09689877069265,7.751649901573781,635.5560994897351,Maize
1.2491428126809927,1.7635350144389506,1.193996530157622,24.07247094529411,58.95242697060251,7.10610893618912,806.2704965366602,Maize
1.6533712936294631,1.658337773387637,1.2633165125189538,25.337699069306172,62.854686105859315,6.723206737596659,673.0242788116016,Maize
1.5539680994488503,1.0674029177596676,1.0067939260864374,24.965097006536524,57.27444907752113,7.219131651235877,584.383867107627,Maize
1.4581294927966861,1.892620777820696,1.9327744236792275,21.778071982613987,55.3268863046775,7.882174252405717,674.8875291526365,Maize
1.824452060953957,1.4920393796433995,1.704591945363604,26.566460825830248,56.92673967565057,5.796476091642898,667.4802738612817,Maize
1.8094505773384983,1.042329205578159,1.3335665249875652,25.181697064102636,64.02814136507698,8.467431945608183,863.8341736740304,Maize
1.6858187927756845,1.1357455338703744,1.6871584802084936,21.685491803735367,59.937088937611506,6.099535626612251,948.0239017144919,Maize
1.0251622705466064,1.4703400289765647,1.1463099295518588,23.21404127356886,64.3956321973927,5.706470748421126,940.8599843029172,Maize
1.6403067051704696,1.7923875120941655,1.0046935920542839,21.31177250877998,56.66709702879425,7.419909362447546,994.0058693507922,Maize
1.4470726391635176,1.5672306352949743,1.2424206469251775,24.98605919106145,64.90068504150051,5.901613071828666,749.5944372038526,Maize
1.7916426691934602,1.64642097651521,1.7676530688034615,22.901177374807368,55.447388007060425,7.65460819037771,843.5388517440631,Maize
1.100984260430443,1.8998706216934567,1.8158320647072403,23.100162160863107,60.477143091659585,5.717044829829119,702.4852226008336,Maize
1.572397155911655,1.5642693057883537,1.4734269111140674,25.84715175416005,61.95178308550713,6.735402961044106,583.2249508823309,Maize
1.7307971559219206,1.9490703846315518,1.666455636668441,24.846668837185426,57.37601929083942,7.237691271667728,752.109473041001,Maize
1.177208106649767,1.3389995305452325,1.8026947190277003,23.041799945313507,58.602748281412715,6.427706899128694,845.4460309671047,Maize
1.2682236330769823,1.7022856629950502,1.3387133440942343,22.882105088387018,64.29283227011656,6.4530485781506375,988.3631525265625,Maize
1.0985036718774774,1.7504371393872273,1.8138503533139279,25.40352189086893,58.61290825319607,8.507183456469669,737.4940956777915,Maize
1.0141400416398203,1.408840183991616,1.4572399593494563,23.14772983599298,63.184675095622275,7.982828454162618,960.8371639580816,Maize
1.9158925115082381,1.4693875065223927,1.1545771141348773,23.404679616204703,58.06126876518797,8.11219022107196,928.5003843815037,Maize
1.126984119926551,1.1187883670677405,1.993962852858612,21.179140751047395,55.264180754776916,6.2295100135138926,511.28789886387443,Maize
1.1893885296316764,1.994419991685361,1.8832992062104976,22.02292103855748,59.23174286306738,7.537857988867062,845.9960727754413,Maize
1.7029942858696865,1.4179895870201054,1.0938873050622813,22.649939924006283,60.491977565872034,8.016782750442463,507.2572002902714,Maize
1.042099654456606,1.4542385475624804,1.008644937049823,22.344965469934372,59.55583607452379,7.262168388331167,753.3928723665383,Maize
1.9661049299801356,1.2311063399936721,1.3154190915612844,23.14373286062218,63.07480059970216,6.133641817817271,696.6540504378995,Maize
1.7197248508800873,1.3255784695320982,1.1368257454916866,22.901718475860363,58.709936111989244,7.60468706953098,531.8486102545868,Maize
1.7248645668189853,1.7283556971428915,1.2446181719207963,25.548076184214345,55.82988948454781,7.2629961164307755,916.574597942375,Maize
1.1938815591672598,1.376712805947512,1.766094527670111,22.65488316584398,62.76656471604028,7.08995727192344,986.3326090173963,Maize
1.4762877242739618,1.8909311600798135,1.5184789424183753,24.209690680096944,59.76460831801826,7.640688640786368,775.6984852793045,Maize
1.457700502027632,1.1768236828191245,1.4770902755345487,22.83980380181324,59.291106364314665,5.886729351221765,655.2382058125241,Maize
1.0495624644490227,1.7882578852422477,1.0136357977492296,25.30327208638306,59.54741807756707,6.582622861792627,837.0108061981499,Maize
1.2019006015252534,1.6649304489384593,1.5162358019444482,23.302554647411764,58.4340682336125,6.73836919309469,897.5293576496687,Maize
1.8738550335962625,1.2205079377731516,1.2736824667012892,25.735202310437234,58.768573852871455,8.08377746612404,531.0004621285447,Maize
1.3720936995599806,1.9733849637885732,1.5103912173282443,26.677477079815887,64.86723337537684,7.982881551015085,971.3028649736721,Maize
1.978880558201811,1.4242060595954982,1.030252796030529,25.80466727374433,55.84287944209788,6.432838905837468,691.7309214660081,Maize
1.1892529842882142,1.780336871824006,1.9693199323819828,23.431425485716783,57.344303574914704,7.163584336232544,674.0775928129299,Maize
1.2152422584464824,1.8797925362345054,1.7559957284566492,23.577518198018208,60.874427019215744,7.181346944697748,623.6336535254277,Maize
1.1193924161243807,1.9656334832457576,1.9891747805331228,23.667221107778655,62.63537566249665,6.178032247900637,899.8695238017322,Maize
1.9999058358897464,1.709314672775736,1.3996221073542814,23.973069437387174,55.898134214227646,8.556247152883188,722.5930978354334,Maize
1.5417220920331967,1.6958013981964974,1.2505662220574032,21.555101387237347,57.29698800169317,8.052262017054765,633.7134707019079,Maize
1.046321074795384,1.195220586297208,1.480382092442591,25.51923524677625,63.495538232083575,8.231903144333446,544.0469670280845,Maize
1.862012473312419,1.7659608150318586,1.817502837725604,23.685183124096746,61.37615581553922,5.8000653712236865,801.8572907308903,Maize
1.8545870905987485,1.3977449678548415,1.9707757407652484,22.851243186354388,56.88206542605723,8.456168066696044,596.9060922256203,Maize
1.6401648245046967,1.4314172380695278,1.5659740553682275,25.025134126863158,57.918180608427605,7.7535246547521774,594.8042561037619,Maize
1.382502416872276,1.9587288233242042,1.3438793406446066,24.168846029605675,58.913531608547174,7.509440870914922,871.4256265111751,Maize
1.514879446335096,1.432894764057775,1.395551998553595,23.08091056982318,59.730134147494354,5.871417044161447,612.4584816968486,Maize
1.683634283759521,1.2588663456308455,1.5579963107548327,21.34961550860015,63.32650287970096,8.297670137601347,988.303854825514,Maize
1.1927332335888319,1.626504198401898,1.9492575146396103,23.879378146699903,64.15075644416457,6.74189753175445,863.5489351843828,Maize
1.9379524802156045,1.6535711550796865,1.3059367273509772,22.84787611817582,61.36127564695508,6.947111799276195,792.4864257289748,Maize
1.090075960022741,1.948140259067893,1.1641263405292899,22.243617057124816,56.31564000567696,7.374397764791157,677.6492287141938,Maize
1.0466141893565462,1.0387923777467605,1.4055795084032,22.719628404478538,58.17192941602467,6.485346505016032,594.4033918695255,Maize
1.9450764242948444,1.677169903126904,1.4114117609577281,23.57103831118073,60.14591828087128,6.4324796766421235,924.4171370987767,Maize
1.3727308945656294,1.515381267568693,1.1056097873950286,24.33741477565067,62.68212651877827,6.399430711663111,571.7247751540131,Maize
1.3888434868443833,1.0173518560956665,1.358504040746174,24.98503853887664,61.51183439817484,8.154737307793672,986.830822528166,Maize
1.505719838561151,1.4401198169583243,1.315184534890809,21.654685123450555,57.67857654694595,5.737382585337679,559.6611405491511,Maize
1.2133999732994982,1.6120093257708514,1.0486257879378438,22.705530938066893,62.221520418881184,6.419942702273499,813.9203886789535,Maize
1.451931173944998,1.242327779995731,1.0464759037200622,26.71146314196027,60.55741626954742,6.245659817005585,825.362132142714,Maize
1.2199463094466523,1.3305985923451127,1.0576828370575755,24.451220639068623,62.09195116549769,7.263670800039933,748.8250825383707,Maize
1.0284087083078508,1.2056533467573298,1.744686752574898,23.371927600172977,59.04123831826198,7.267355215465978,951.61446703062,Maize
1.1793089575612195,1.586034620817118,1.5928484224490032,24.021164916040632,61.842542411496645,8.158924943506195,636.248273641987,Maize
1.9495111570319317,1.6666833699397294,1.9573436568840714,25.473357156974767,57.76471227832683,7.709140900623652,833.5382614565376,Maize
1.7464296756716595,1.4086643434787205,1.0311419181846622,29.749611792272347,73.35570495665515,6.83484045417923,424.087614664137,Jowar
1.6526485242659799,1.9118737858676345,1.0048164152156076,31.07529132965788,63.339539034683526,7.237758069328844,251.26767263556778,Jowar
1.799969521745719,1.8501895889896312,1.086128239813156,31.40768527407294,78.31534316417226,7.184621568476254,339.5781903093791,Jowar
1.8046341147202551,1.1595019897363694,1.2924710254608085,26.762681433380486,68.30161701900207,5.735197393635517,443.99859999497005,Jowar
1.4852625364928314,1.918261779346653,1.2127794423265033,29.767040375581914,78.77526373040394,8.042549358301951,418.01633271116907,Jowar
1.9166327519669646,1.728859145218545,1.2233528867035575,31.366790108196845,72.05301452254605,8.052998843004305,339.9322234392913,Jowar
1.120385192284933,1.5857613682356875,1.1649608341732531,28.417253090558802,79.268206208341,6.104685411206322,406.08118437604287,Jowar
1.9630093135183366,1.0770540861503215,1.4490304535903296,27.478390507801326,74.29361913746249,6.4166081452082215,311.45809777688316,Jowar
1.604584606946734,1.1237411591734325,1.2986082632100282,27.270471092658372,61.55092462622259,5.304540187819209,372.36195038475944,Jowar
1.191068227057642,1.2662546212325487,1.8126952700855097,26.50858265116682,67.9539956764933,6.497859788190953,442.15077698826803,Jowar
1.965254773452135,1.5487190887932494,1.3718799904899743,28.863052366755085,73.95070742403709,6.327765120009001,320.3225026865346,Jowar
1.550924324265374,1.4737768685413113,1.3683831901205912,31.44737037532701,79.2710026017625,7.096337305142603,371.02575561277104,Jowar
1.3000231411845462,1.1882219030409327,1.5879710662263071,29.01454671304654,77.02443144426863,7.251646063880332,395.02790011130463,Jowar
1.4155871495941046,1.9664168238396376,1.721828686796039,30.194518026449373,64.6999445010296,5.585336105928151,279.0522354670162,Jowar
1.970128217773648,1.0855855731159476,1.1356307538918973,29.433137852362144,73.57213745451239,7.054152910192975,372.2975468855284,Jowar
1.2561475238946076,1.4955381474510179,1.8230983263233764,30.971981274661463,61.090095909417336,6.516744721555966,430.3395422590509,Jowar
1.5868494266361646,1.1348945052325967,1.931944071989626,27.6182910071282,73.13718169063736,7.982204926863822,328.50492852751904,Jowar
1.5384373983791468,1.3269727953806374,1.935225177411051,26.57970300279005,76.73665248427065,7.727245714836489,446.66113452880074,Jowar
1.7326280243401322,1.7523806344857533,1.9042488430479325,31.754873565110586,77.50453802128081,5.885164008628271,411.0673050113426,Jowar
1.7827364994284935,1.687627995492555,1.9458858270231305,29.55297885436586,60.74252680293967,6.557951891265571,268.2512214029879,Jowar
1.1015139133145246,1.113998220669437,1.57019813832328,28.65272291026257,66.5110814140965,7.860053063882012,419.6496871950992,Jowar
1.7330674198654843,1.2111999834310294,1.7899450068887135,29.27898040218169,63.225362080733305,5.5258666675649835,282.83878408762405,Jowar
